DEPTH,CALI,DT,NPHI,PHIE,RHOB,SW,litho,VCLC,VDOL,VOL_SHALE,VSAN .V/V
2712.1104,5.7524,58.5194,0.0885,0.0112,2.6491,0.9999,2,0.4399,0.2497,0.1991,0.0681
2712.2628,5.751,57.7183,0.0871,0.0133,2.6505,0.9999,4,0.5462,0.2236,0.1842,0.0031
2712.4152,5.7496,57.2544,0.0863,0.0164,2.652,0.9999,4,0.5558,0.2315,0.1691,0.0
2712.5676,5.748,58.0905,0.0854,0.0176,2.6516,0.9999,4,0.5773,0.2121,0.1663,0.0
2712.72,5.7467,57.3839,0.0842,0.0188,2.6489,0.9999,4,0.605,0.1962,0.1551,0.0
2712.8724,5.7805,58.1383,0.0838,0.0169,2.6462,0.9999,4,0.6251,0.168,0.1637,0.0
2713.0248,5.7803,58.8503,0.0843,0.0163,2.64,0.9999,4,0.6541,0.1302,0.1717,0.0001
2713.1772,5.7787,59.8169,0.086,0.0211,2.6162,1.0,4,0.7318,0.0429,0.1722,0.0043
2713.3296,5.7598,60.7531,0.0901,0.025,2.5924,1.0,4,0.7105,0.002,0.1811,0.0523
2713.482,5.7579,63.6984,0.0975,0.0247,2.5685,1.0,4,0.511,0.0,0.2219,0.2068
2713.6344,5.7567,65.5247,0.1151,0.0308,2.5224,1.0,2,0.3755,0.0,0.2548,0.298
2713.7868,5.7553,70.1986,0.152,0.0457,2.4732,0.6941,2,0.3091,0.0,0.3093,0.2863
2713.9392,5.754,74.5381,0.1734,0.0452,2.4241,0.6552,2,0.0448,0.0,0.3872,0.4607
2714.0916,5.7728,74.7991,0.2126,0.052,2.4056,0.5828,2,0.3479,0.0,0.4198,0.113
2714.244,5.8578,75.0385,0.2505,0.0297,2.4075,0.824,5,0.3677,0.0,0.5152,0.0048
2714.3964,5.8586,75.2778,0.2665,0.019,2.4094,0.994,5,0.3203,0.0,0.5693,0.0
2714.5488,5.86,75.5172,0.258,0.0185,2.4138,0.9999,5,0.3155,0.0,0.5739,0.0
2714.7012,5.9497,75.7565,0.2389,0.0248,2.4234,1.0,5,0.3445,0.0,0.5426,0.001
2714.8536,6.5416,75.9958,0.2089,0.0298,2.433,1.0,5,0.191,0.0001,0.5086,0.1888
2715.006,6.5655,76.3603,0.1889,0.0366,2.441,1.0,2,0.0098,0.0272,0.4766,0.3734
2715.1584,6.1962,81.1361,0.1596,0.0422,2.4104,1.0,2,0.0,0.0011,0.4665,0.4154
2715.3108,5.7696,83.6444,0.1458,0.0484,2.3797,1.0,2,0.0,0.0,0.4566,0.4218
2715.4632,5.5968,85.8398,0.1408,0.0566,2.3491,0.9989,2,0.0,0.0,0.4429,0.4294
2715.6156,5.6278,86.018,0.142,0.0708,2.3509,0.911,2,0.0,0.0,0.403,0.4615
2715.768,5.68,85.0017,0.1444,0.0924,2.3629,0.7916,6,0.0,0.0,0.3381,0.5153
2715.9204,5.7154,85.1664,0.1439,0.0983,2.375,0.7873,6,0.0,0.0,0.3177,0.5331
2716.0728,5.7666,82.1559,0.1469,0.0923,2.3803,0.8525,6,0.0,0.0,0.3139,0.5435
2716.2252,5.7674,81.1674,0.1625,0.0852,2.3783,0.8674,6,0.0,0.0,0.3417,0.5183
2716.3776,5.7848,80.3352,0.1792,0.0724,2.3763,0.9303,2,0.0,0.0,0.3872,0.4782
2716.53,5.9236,82.6571,0.1953,0.058,2.3731,0.9668,2,0.0,0.0,0.4579,0.4106
2716.6824,6.5257,82.978,0.2212,0.0419,2.3649,0.9322,5,0.0,0.0,0.5323,0.3404
2716.8348,7.5457,85.1332,0.2529,0.0267,2.3568,0.7217,5,0.0,0.0,0.6217,0.2519
2716.9872,9.1789,81.6542,0.2677,0.0075,2.3486,0.61,5,0.0066,0.0,0.6671,0.2118
2717.1396,9.3028,81.347,0.2909,0.004,2.3217,0.1595,5,0.0679,0.0,0.708,0.1065
2717.292,9.3191,81.1539,0.2832,0.0163,2.2932,0.2788,5,0.0032,0.0,0.6817,0.1894
2717.4444,9.3339,80.9607,0.274,0.0343,2.2646,0.2989,5,0.0,0.0,0.638,0.2253
2717.5968,10.0144,80.7713,0.2682,0.0327,2.2727,0.4512,5,0.0,0.0,0.6305,0.2356
2717.7492,10.3482,80.8217,0.2436,0.0189,2.3018,0.9717,5,0.0,0.0,0.6338,0.2457
2717.9016,10.7643,80.8765,0.2271,0.0189,2.331,0.9999,5,0.0,0.0,0.6187,0.2631
2718.054,11.634,80.9314,0.22,0.017,2.3623,0.9999,5,0.0,0.0,0.6148,0.2696
2718.2064,11.3668,80.9863,0.2085,0.0176,2.3974,0.9999,5,0.0,0.0,0.587,0.3012
2718.3588,6.5045,81.0411,0.1935,0.0244,2.4325,1.0,5,0.0,0.0,0.5301,0.3604
2718.5112,5.6461,81.096,0.1755,0.0273,2.4634,1.0,2,0.0,0.0,0.4889,0.4054
2718.6636,5.5821,81.1509,0.1588,0.0284,2.4402,0.9971,2,0.0,0.0,0.4643,0.4328
2718.816,5.6146,81.2057,0.1433,0.0355,2.4171,0.788,2,0.0,0.0,0.4308,0.4646
2718.9684,5.6143,81.2606,0.1363,0.0754,2.3939,0.398,6,0.0,0.0,0.3327,0.5386
2719.1208,5.6129,81.3218,0.1306,0.1084,2.3773,0.2978,6,0.0,0.0,0.2514,0.5999
2719.2732,5.6115,82.6332,0.1298,0.1295,2.3624,0.2462,6,0.0,0.0,0.2125,0.6239
2719.4256,5.6104,82.9135,0.1317,0.1415,2.3475,0.2087,6,0.0,0.0,0.1932,0.6344
2719.578,5.6264,86.1471,0.1343,0.1336,2.3605,0.1711,6,0.0,0.0,0.2309,0.5985
2719.7304,5.6275,85.5353,0.1308,0.1072,2.4002,0.1697,6,0.0,0.0,0.272,0.5771
2719.8828,5.695,78.2374,0.124,0.0796,2.44,0.2398,6,0.0,0.0,0.2675,0.6099
2720.0352,5.6942,73.6801,0.1156,0.0558,2.4771,0.3282,6,0.0,0.0,0.2705,0.6304
2720.1876,5.6566,71.4188,0.1065,0.0382,2.5058,0.3831,6,0.0029,0.0,0.2762,0.6383
2720.34,5.5843,68.1396,0.1002,0.0305,2.5345,0.4396,6,0.1615,0.0009,0.2532,0.5134
2720.4924,5.5657,65.5079,0.0974,0.0285,2.5632,0.4269,2,0.4074,0.0027,0.2231,0.3025
2720.6448,5.5812,65.2111,0.098,0.0506,2.5503,0.3047,2,0.3789,0.0422,0.1746,0.3258
2720.7972,5.5974,67.1614,0.1003,0.0799,2.5352,0.2167,6,0.0138,0.202,0.1367,0.5457
2720.9496,5.5964,69.4663,0.1202,0.0921,2.5202,0.1531,2,0.0,0.2348,0.1507,0.4982
2721.102,5.5952,69.5991,0.1262,0.0884,2.5223,0.1282,2,0.0,0.2517,0.1681,0.4648
2721.2544,5.5934,69.5761,0.1287,0.0746,2.533,0.0975,2,0.0,0.2542,0.2014,0.4375
2721.4068,5.575,68.5958,0.1346,0.0765,2.5437,0.3465,2,0.0628,0.2978,0.1938,0.3381
2721.5592,5.573,66.5742,0.1375,0.0714,2.5545,0.1502,4,0.5482,0.1606,0.1788,0.0122
2721.7116,5.5721,66.8544,0.1396,0.0991,2.5657,0.2972,2,0.0267,0.4715,0.1328,0.2485
2721.864,5.5879,66.0923,0.1335,0.1032,2.5768,0.2867,1,0.0047,0.512,0.109,0.2537
2722.0164,5.5867,63.5435,0.1319,0.1017,2.5873,0.2859,2,0.3277,0.4372,0.082,0.0383
2722.1688,5.586,64.5139,0.1292,0.1051,2.5919,0.2758,1,0.0179,0.5576,0.085,0.2209
2722.3212,5.6019,64.3993,0.1182,0.0949,2.5966,0.2949,1,0.0,0.5148,0.094,0.2812
2722.4736,5.6009,64.9995,0.1121,0.0839,2.6012,0.306,2,0.0004,0.4695,0.1135,0.3145
2722.626,5.5995,62.2607,0.1062,0.072,2.6115,0.3357,2,0.0943,0.4462,0.1119,0.2577
2722.7784,5.5981,60.447,0.0991,0.0432,2.6229,0.3792,4,0.5685,0.2162,0.1403,0.0094
2722.9308,5.5788,59.7361,0.0957,0.0247,2.6344,0.0194,4,0.5927,0.1845,0.1707,0.0
2723.0832,5.56,59.2094,0.0958,0.0215,2.634,0.0464,4,0.5997,0.1756,0.1751,0.0
2723.2356,5.5759,59.8948,0.0989,0.0304,2.6238,0.1807,4,0.6064,0.1722,0.1646,0.0
2723.388,5.5921,60.915,0.1083,0.0641,2.6135,0.4815,4,0.5168,0.291,0.1103,0.0002
2723.5404,5.5911,61.8936,0.1212,0.0916,2.6044,0.4506,2,0.3861,0.4209,0.0752,0.0141
2723.6928,5.5897,63.5555,0.1288,0.1093,2.5986,0.4104,1,0.0175,0.5987,0.0672,0.1966
2723.8452,5.5883,63.0057,0.1224,0.1016,2.5927,0.4537,1,0.1316,0.502,0.0713,0.182
2723.9976,5.5876,63.4115,0.1069,0.0781,2.5869,0.5402,2,0.0781,0.3891,0.1122,0.3246
2724.15,5.6223,63.963,0.098,0.0509,2.5986,0.6448,2,0.0145,0.3366,0.1664,0.4049
2724.3024,5.6736,61.689,0.092,0.0114,2.6106,0.8938,4,0.6922,0.0159,0.2121,0.0344
2724.4548,5.6548,59.8892,0.0896,0.0069,2.6225,0.9966,4,0.7156,0.0362,0.2075,0.0006
2724.6072,5.6198,60.2947,0.0883,0.0102,2.6174,0.9999,4,0.6816,0.0387,0.2073,0.0288
2724.7596,5.6525,61.7774,0.0888,0.0121,2.6051,0.9999,2,0.2504,0.1629,0.2339,0.3033
2724.912,5.757,62.0881,0.0912,0.0118,2.5928,0.9999,2,0.0108,0.2275,0.2599,0.4483
2725.0644,5.7952,63.5881,0.0965,0.0129,2.5621,0.9999,6,0.0006,0.1481,0.2881,0.5041
2725.2168,5.8652,66.2982,0.1123,0.0131,2.5064,0.9999,6,0.0408,0.0053,0.3394,0.5469
2725.3692,5.9189,77.2965,0.1351,0.007,2.4506,0.9999,2,0.0,0.10665,0.4711,0.4441
2725.5216,5.9957,76.9836,0.1785,0.0003,2.4005,1.0,5,0.0,0.10665,0.587,0.3213
2725.674,6.7466,76.2513,0.2271,0.0,2.3839,1.0,5,0.0,0.10665,0.5941,0.3135
2725.8264,6.8819,75.519,0.2891,0.0,2.3674,1.0,5,0.0,0.10665,0.6047,0.3013
2725.9788,6.7076,74.7866,0.3727,0.0,2.3508,1.0,5,0.0,0.10665,0.6115,0.2934
2726.1312,6.1743,74.0543,0.3649,0.0,2.3505,1.0,5,0.0,0.10665,0.5995,0.3073
2726.2836,6.4255,73.322,0.3415,0.0,2.3528,1.0,5,0.0,0.10665,0.5898,0.3186
2726.436,6.2815,72.5897,0.3006,0.0,2.355,1.0,5,0.0,0.10665,0.5697,0.3418
2726.5884,5.75,71.8574,0.2761,0.0001,2.3834,1.0,5,0.0,0.10665,0.5453,0.364
2726.7408,5.8693,71.125,0.245,0.003,2.4307,0.9997,5,0.0,0.10665,0.5586,0.015
2726.8932,6.004,70.4126,0.1875,0.0001,2.478,1.0,2,0.3563,0.0006,0.4953,0.0684
2727.0456,5.8294,70.3792,0.1473,0.0,2.5227,1.0,2,0.0188,0.0935,0.4482,0.3676
2727.198,5.5618,70.3678,0.1119,0.0,2.5613,1.0,2,0.0,0.0835,0.3981,0.4547
2727.3504,5.5751,70.3563,0.1019,0.0,2.5999,1.0,2,0.0,0.1505,0.3655,0.4254
2727.5028,5.5918,70.3449,0.1001,0.0,2.6373,1.0,2,0.0,0.2352,0.3431,0.3667
2727.6552,5.608,70.3335,0.1013,0.0,2.6082,1.0,2,0.0,0.163,0.3312,0.4527
2727.8076,5.6075,70.3221,0.1124,0.034,2.579,0.1437,2,0.0,0.2085,0.2683,0.4462
2727.96,5.6236,70.3106,0.1264,0.0742,2.5499,0.1443,2,0.0,0.281,0.1993,0.4135
2728.1124,5.6394,70.2992,0.1404,0.0964,2.5326,0.2007,2,0.0,0.341,0.17,0.3653
2728.2648,5.639,70.2878,0.1571,0.1162,2.5194,0.4657,2,0.0,0.4111,0.1476,0.3015
2728.4172,5.6377,70.2866,0.1506,0.132,2.5063,0.5172,2,0.0,0.3956,0.1067,0.3486
2728.5696,5.6365,71.0116,0.1431,0.1208,2.4978,0.422,2,0.0,0.3091,0.1293,0.4201
2728.722,5.6351,71.1521,0.1401,0.1047,2.4951,0.4045,2,0.0,0.2453,0.1646,0.459
2728.8744,5.6338,72.0841,0.136,0.081,2.4923,0.5085,6,0.0,0.1502,0.2207,0.5127
2729.0268,5.6322,71.8173,0.1252,0.0494,2.4915,0.8516,6,0.0723,0.0084,0.2772,0.5483
2729.1792,5.6308,70.551,0.1179,0.043,2.4997,0.9952,6,0.0028,0.0313,0.2877,0.5891
2729.3316,5.6294,70.411,0.1078,0.0456,2.508,1.0,6,0.0,0.0323,0.2775,0.6001
2729.484,5.628,69.5325,0.1044,0.0502,2.5163,1.0,6,0.0,0.0671,0.2624,0.5783
2729.6364,5.6273,69.4231,0.1048,0.0561,2.4963,1.0,6,0.0,0.0317,0.2557,0.6155
2729.7888,5.661,70.4051,0.1079,0.0608,2.4729,1.0,6,0.0,0.0016,0.2628,0.6327
2729.9412,5.6783,72.2863,0.1123,0.0652,2.4495,1.0,6,0.0,0.0,0.278,0.6122
2730.0936,5.6944,76.28,0.1188,0.0622,2.4402,1.0,6,0.0,0.0,0.3206,0.5659
2730.246,5.7135,76.6393,0.1234,0.0586,2.4397,1.0,6,0.0,0.0,0.3377,0.5496
2730.3984,5.8007,76.0239,0.1297,0.055,2.4391,1.0,6,0.0,0.0,0.3506,0.5381
2730.5508,5.9141,76.5132,0.1341,0.0474,2.4455,1.0,6,0.0,0.0,0.3768,0.5154
2730.7032,5.6762,75.769,0.1333,0.0368,2.4658,1.0,6,0.0,0.0,0.392,0.5083
2730.8556,5.6531,73.3543,0.1304,0.0228,2.486,1.0,6,0.0,0.0,0.4101,0.5013
2731.008,5.6861,70.5684,0.1279,0.0141,2.5058,0.9999,2,0.0,0.0198,0.4061,0.4949
2731.1604,5.7038,70.1557,0.1189,0.0167,2.5163,0.9999,6,0.0,0.0309,0.3837,0.5072
2731.3128,5.7539,68.9537,0.1132,0.0215,2.5269,1.0,6,0.0,0.0678,0.3531,0.501
2731.4652,5.7205,67.3333,0.1133,0.0283,2.5375,1.0,2,0.0,0.1345,0.3189,0.4671
2731.6176,5.7367,67.4454,0.1214,0.0327,2.537,1.0,2,0.0,0.1693,0.3106,0.4376
2731.77,5.839,67.6575,0.1339,0.0351,2.5332,1.0,2,0.0053,0.2027,0.3156,0.3907
2731.9224,5.8411,67.7778,0.1487,0.0361,2.5293,1.0,2,0.3495,0.1093,0.3199,0.1339
2732.0748,5.8252,68.6144,0.1654,0.0362,2.5082,1.0,4,0.5625,0.0037,0.3389,0.0043
2732.2272,5.945,73.1065,0.1921,0.033,2.4691,0.9951,2,0.4683,0.0,0.4121,0.0205
2732.3796,6.018,77.2416,0.2284,0.0379,2.43,0.729,2,0.4076,0.0,0.4772,0.0008
2732.532,6.0205,80.2501,0.2425,0.0393,2.3938,0.592,5,0.0,0.10665,0.5272,0.1039
2732.6844,6.141,80.8513,0.268,0.002,2.3687,0.9787,5,0.0,0.10665,0.6497,0.235
2732.8368,6.2549,89.3045,0.3019,0.0,2.3435,1.0,5,0.0,0.10665,0.8054,0.0694
2732.9892,6.7784,87.3347,0.347,0.0,2.3184,1.0,5,0.0,0.10665,0.8025,0.0728
2733.1416,7.54,89.8538,0.3918,0.0,2.3213,1.0,5,0.0,0.10665,0.8418,0.0274
2733.294,7.6883,85.3614,0.3833,0.0,2.3264,1.0,5,0.0,0.10665,0.7708,0.1095
2733.4464,7.0511,85.6705,0.352,0.0,2.3315,1.0,5,0.0,0.10665,0.7659,0.1151
2733.5988,6.7164,86.8686,0.3563,0.0,2.3303,1.0,5,0.0,0.10665,0.7747,0.105
2733.7512,7.0086,83.5202,0.333,0.0002,2.3257,1.0,5,0.0,0.10665,0.7363,0.149
2733.9036,6.4988,87.573,0.2859,0.0171,2.321,0.9999,5,0.0,0.10665,0.7185,0.1494
2734.056,7.0726,88.3178,0.2647,0.0174,2.3294,0.9999,5,0.0,0.0,0.7013,0.169
2734.2084,6.9575,81.8253,0.2337,0.0202,2.3601,1.0,5,0.0,0.0,0.6155,0.2656
2734.3608,6.1849,83.5983,0.1974,0.0211,2.3908,1.0,5,0.0,0.0,0.5713,0.316
2734.5132,5.6189,78.4916,0.1488,0.0283,2.4218,1.0,2,0.0,0.0,0.4609,0.4369
2734.6656,5.5996,74.7206,0.1342,0.0343,2.4555,1.0,6,0.0,0.0,0.3915,0.5114
2734.818,5.5982,71.4992,0.1219,0.0379,2.4892,1.0,6,0.0,0.0028,0.3377,0.5676
2734.9704,5.5968,67.6502,0.1189,0.0457,2.5229,1.0,2,0.0,0.1498,0.2785,0.4814
2735.1228,5.5954,68.3471,0.121,0.0467,2.5264,1.0,2,0.0,0.1587,0.2743,0.4762
2735.2752,5.5936,68.9749,0.1195,0.0474,2.5226,1.0,6,0.0,0.1356,0.2694,0.5044
2735.4276,5.5752,68.5069,0.1137,0.0488,2.5189,1.0,6,0.0,0.1137,0.2526,0.5444
2735.58,5.5732,69.4351,0.1099,0.0539,2.5112,1.0,6,0.0,0.0796,0.2382,0.59
2735.7324,5.5716,69.3115,0.1115,0.0629,2.4999,1.0,6,0.0,0.0766,0.2174,0.6084
2735.8848,5.5707,72.1329,0.1151,0.0669,2.4886,1.0,6,0.0,0.0306,0.2298,0.6359
2736.0372,5.5698,72.7502,0.1205,0.0688,2.4745,1.0,6,0.0,0.0053,0.2388,0.6488
2736.1896,5.6062,74.1335,0.1242,0.0173,2.4516,1.0,2,0.0,0.10665,0.4211,0.4959
2736.342,5.7094,73.6124,0.1371,0.0007,2.4287,1.0,2,0.0,0.10665,0.4684,0.4582
2736.4944,5.7101,73.021,0.1498,0.0,2.4057,1.0,2,0.0,0.10665,0.4857,0.4389
2736.6468,5.7097,72.4297,0.2013,0.0,2.3569,1.0,2,0.0,0.10665,0.4927,0.4307
2736.7992,5.7433,71.8397,0.2689,0.0,2.3071,1.0,5,0.0,0.10665,0.5243,0.3943
2736.9516,7.2282,71.2469,0.3317,0.0,2.2573,1.0,5,0.0,0.10665,0.5561,0.3575
2737.104,8.3853,70.6555,0.3453,0.0,2.278,1.0,5,0.0,0.10665,0.5771,0.3333
2737.2564,8.2075,70.0642,0.3058,0.0,2.3314,1.0,5,0.0,0.10665,0.5777,0.3326
2737.4088,7.404,69.4728,0.2353,0.0,2.3848,1.0,5,0.0,0.10665,0.564,0.3483
2737.5612,6.0395,68.8814,0.1625,0.0014,2.4391,0.9993,5,0.0,0.10665,0.5082,0.4089
2737.7136,5.8641,68.1657,0.1387,0.0001,2.4945,1.0,2,0.0,0.033,0.4671,0.425
2737.866,5.7696,63.1712,0.1038,0.0,2.55,1.0,2,0.0,0.1316,0.384,0.4228
2738.0184,5.6608,62.4832,0.0988,0.0,2.5999,1.0,2,0.0,0.2502,0.3431,0.3517
2738.1708,5.6067,61.1156,0.0913,0.0108,2.6097,0.9999,2,0.0006,0.2933,0.2681,0.3842
2738.3232,5.6211,60.7457,0.0878,0.0154,2.6195,0.9999,2,0.048,0.301,0.226,0.3734
2738.4756,5.6382,60.0081,0.0852,0.0104,2.6293,0.9999,2,0.2504,0.2358,0.2174,0.2512
2738.628,5.6688,59.9087,0.0842,0.0088,2.6312,0.9999,2,0.1483,0.2746,0.224,0.3085
2738.7804,5.5812,60.5857,0.0833,0.0095,2.6316,0.9999,2,0.0055,0.3211,0.2289,0.3984
2738.9328,5.5801,61.1757,0.0832,0.0116,2.632,0.9999,2,0.0017,0.3203,0.2248,0.4055
2739.0852,5.5962,59.8109,0.0833,0.0146,2.6308,0.9999,2,0.2296,0.2542,0.2031,0.2659
2739.2376,5.6127,59.6698,0.0845,0.0148,2.6284,0.9999,2,0.2783,0.2354,0.2031,0.2359
2739.39,5.6114,59.9916,0.0837,0.0136,2.626,0.9999,2,0.1413,0.2731,0.2137,0.324
2739.5424,5.61,60.4143,0.0832,0.0117,2.6248,0.9999,2,0.0149,0.3071,0.2253,0.405
2739.6948,5.6082,60.3637,0.0822,0.0072,2.6268,0.9999,2,0.0003,0.3041,0.236,0.4145
2739.8472,5.5895,60.1489,0.0817,0.0029,2.6289,0.9996,2,0.0,0.3003,0.2452,0.4124
2739.9996,5.5698,59.879,0.0819,0.0001,2.6309,1.0,2,0.0,0.3024,0.2514,0.4058
2740.152,5.5686,60.014,0.0828,0.0,2.6236,1.0,2,0.0164,0.2787,0.2562,0.4076
2740.3044,5.5672,59.3757,0.0839,0.0029,2.6162,0.9997,2,0.3269,0.1561,0.2381,0.2377
2740.4568,5.5658,60.4198,0.0848,0.0071,2.6089,0.9999,2,0.4134,0.101,0.2287,0.2132
2740.6092,5.5648,61.8141,0.0874,0.0168,2.5931,0.9999,2,0.401,0.076,0.2179,0.2534
2740.7616,5.5807,62.964,0.0895,0.0276,2.574,1.0,2,0.4418,0.0271,0.2026,0.2685
2740.914,5.5795,64.4534,0.0959,0.037,2.5549,1.0,2,0.4474,0.001,0.1969,0.2862
2741.0664,5.5781,67.0703,0.1018,0.0569,2.5362,0.7244,6,0.072,0.1297,0.19,0.521
2741.2188,5.5768,69.5614,0.1163,0.0688,2.5181,0.5806,6,0.0019,0.1541,0.2021,0.5408
2741.3712,5.5756,70.7242,0.1293,0.0742,2.4999,0.5274,2,0.0826,0.1168,0.2154,0.4764
2741.5236,5.574,72.3353,0.1462,0.0962,2.4836,0.4186,2,0.0043,0.1956,0.2015,0.4701
2741.676,5.5549,74.0097,0.1492,0.101,2.4771,0.3768,2,0.0,0.1804,0.2062,0.4793
2741.8284,5.5352,72.8572,0.1469,0.1042,2.4706,0.368,2,0.0,0.1779,0.1913,0.4959
2741.9808,5.5159,74.1684,0.1481,0.0946,2.4641,0.3553,6,0.0,0.1216,0.2237,0.5243
2742.1332,5.534,74.2578,0.1413,0.0711,2.4675,0.4133,6,0.0,0.0461,0.2701,0.5694
2742.2856,5.6012,73.3739,0.1342,0.0499,2.4724,0.5369,6,0.0,0.0023,0.3049,0.594
2742.438,5.6019,72.722,0.1282,0.0342,2.4772,0.7242,6,0.0,0.0,0.3315,0.5811
2742.5904,5.601,72.7446,0.1181,0.0239,2.4903,0.9865,6,0.0,0.0,0.3492,0.571
2742.7428,5.5996,70.5099,0.1116,0.0239,2.5089,1.0,6,0.0,0.0005,0.3346,0.5874
2742.8952,5.5996,69.0266,0.1044,0.026,2.5276,1.0,6,0.0,0.0453,0.3174,0.5605
2743.0476,5.5974,67.4525,0.1011,0.027,2.5426,1.0,6,0.0,0.0995,0.3062,0.5183
2743.2,5.5969,67.3994,0.0999,0.0246,2.5498,1.0,6,0.0,0.1122,0.3126,0.5005
2743.3524,5.6144,67.1368,0.0985,0.0228,2.557,1.0,2,0.0,0.127,0.3162,0.4834
2743.5048,5.6639,65.5644,0.0992,0.0224,2.5625,1.0,2,0.0,0.1573,0.3109,0.4596
2743.6572,5.6286,70.7251,0.1015,0.0172,2.5174,0.9999,6,0.0,0.0059,0.3594,0.56
2743.8096,5.5752,74.6448,0.1103,0.0161,2.4723,0.9999,6,0.0,0.0,0.3981,0.522
2743.962,5.5721,75.1982,0.1343,0.013,2.4271,0.9999,2,0.0,0.0,0.4398,0.4767
2744.1144,5.5897,75.471,0.1525,0.0309,2.3944,1.0,2,0.0,0.0,0.4414,0.457
2744.2668,5.6588,75.7414,0.1578,0.0525,2.3658,1.0,2,0.0,0.0,0.4191,0.4612
2744.4192,5.7121,76.0111,0.1538,0.0754,2.3373,1.0,2,0.0,0.0,0.3768,0.4875
2744.5716,5.5371,76.2822,0.1508,0.0861,2.3274,1.0,6,0.0,0.0,0.3497,0.5081
2744.724,5.5643,76.5526,0.1605,0.083,2.3386,1.0,6,0.0,0.0,0.3577,0.502
2744.8764,5.5817,76.823,0.1641,0.0781,2.3498,1.0,2,0.0,0.0,0.3675,0.4956
2745.0288,5.6175,77.0934,0.1703,0.0703,2.3631,1.0,2,0.0,0.0,0.3875,0.4801
2745.1812,5.6877,77.3637,0.1841,0.0549,2.3856,1.0,2,0.0,0.0,0.4334,0.4423
2745.3336,5.8108,77.6341,0.1805,0.0415,2.4081,1.0,2,0.0,0.0,0.456,0.4294
2745.486,5.8789,77.8669,0.1765,0.0273,2.4305,1.0,2,0.0,0.0,0.4793,0.4166
2745.6384,5.7919,76.7807,0.1646,0.0454,2.4061,1.0,2,0.0,0.0,0.42,0.4673
2745.7908,5.666,77.3028,0.1528,0.0671,2.377,0.9996,6,0.0,0.0,0.3589,0.5165
2745.9432,5.5908,81.0123,0.1466,0.0839,2.3479,0.967,6,0.0,0.0,0.342,0.5193
2746.0956,5.5345,86.469,0.1411,0.1088,2.3319,0.8707,6,0.0,0.0,0.3174,0.523
2746.248,5.4786,90.1276,0.1379,0.129,2.3237,0.8453,6,0.0,0.0,0.2919,0.5324
2746.4004,5.406,89.9878,0.1395,0.1354,2.3155,0.9014,6,0.0,0.0,0.2802,0.5395
2746.5528,5.496,89.305,0.1386,0.1282,2.3137,0.9659,6,0.0,0.0,0.2938,0.531
2746.7052,5.6507,89.2439,0.1442,0.1069,2.3238,0.9982,2,0.0,0.0,0.3487,0.4885
2746.8576,5.6365,87.7113,0.142,0.0933,2.3339,0.9918,2,0.0,0.0,0.3655,0.4826
2747.01,5.6342,85.8258,0.1352,0.0766,2.3455,0.9996,2,0.0,0.0,0.3848,0.477
2747.1624,5.6156,82.5917,0.1252,0.0653,2.3778,1.0,6,0.0,0.0,0.3746,0.5001
2747.3148,5.6137,80.9466,0.1143,0.054,2.4101,1.0,6,0.0,0.0,0.3695,0.5173
2747.4672,5.6118,79.6055,0.1075,0.0418,2.4424,1.0,6,0.0,0.0,0.3706,0.5282
2747.6196,5.6112,75.5771,0.1051,0.0387,2.4635,1.0,6,0.0,0.0,0.3417,0.5649
2747.772,5.6278,70.524,0.1082,0.0397,2.4815,1.0,6,0.0,0.0,0.3003,0.6119
2747.9244,5.6446,70.1,0.11,0.0359,2.4995,1.0,6,0.0,0.0,0.301,0.6149
2748.0768,5.6615,70.2383,0.1123,0.0347,2.4999,1.0,6,0.0,0.0,0.3064,0.6099
2748.2292,5.6777,72.8056,0.1283,0.0018,2.483,1.0,2,0.0,0.10665,0.458,0.469
2748.3816,5.6767,72.6112,0.1575,0.0,2.466,1.0,2,0.0,0.10665,0.4734,0.4531
2748.534,5.6748,75.2079,0.2357,0.0,2.4517,1.0,5,0.0,0.10665,0.5343,0.3827
2748.6864,5.6739,76.9845,0.3368,0.0,2.4461,1.0,5,0.0,0.10665,0.5877,0.3211
2748.8388,5.6724,77.5083,0.3426,0.0,2.4405,1.0,5,0.0,0.10665,0.6269,0.2757
2748.9912,5.6537,77.3738,0.2984,0.0,2.4349,1.0,5,0.0,0.10665,0.6194,0.2845
2749.1436,5.6519,76.3005,0.2348,0.0,2.4629,1.0,5,0.0,0.10665,0.5864,0.3226
2749.296,5.6499,74.0401,0.1708,0.0,2.493,1.0,5,0.0,0.10665,0.5243,0.3943
2749.4484,5.6131,68.7353,0.141,0.0519,2.523,1.0,2,0.0,0.10665,0.299,0.3736
2749.6008,5.5747,68.0215,0.1249,0.062,2.5368,1.0,2,0.0,0.2448,0.2377,0.4174
2749.7532,5.5914,66.6631,0.1079,0.0663,2.5422,1.0,2,0.0,0.23,0.1931,0.4796
2749.9056,5.5906,65.0743,0.1083,0.0677,2.5476,1.0,2,0.0,0.2686,0.1753,0.4603
2750.058,5.5894,66.5137,0.1128,0.0664,2.5456,1.0,2,0.0,0.2551,0.19,0.4581
2750.2104,5.5881,69.3634,0.1249,0.0655,2.5318,1.0,2,0.0,0.219,0.2237,0.4559
2750.3628,5.5867,70.4413,0.1337,0.0672,2.518,1.0,2,0.0019,0.1994,0.2372,0.4563
